dose,filter,filename,snr,cnr,precision,recall,dice,exec_time_s
1.0,original,139.png,6.914257789553708,1.5122762699010246,0.5179382379648978,0.8020393811518952,0.6294150110375276,9.060004958882928e-05
1.0,original,14.png,3.85194889915738,1.040409223135334,0.5874101143456473,0.5033841802197156,0.5421608094875422,0.0001558999647386372
1.0,original,140.png,2.5603126720316123,0.6683480423010774,0.483573115739487,0.7046307884850558,0.5735387749904495,0.00010760000441223383
1.0,original,141.png,4.713342451273486,0.5584853998647102,0.46101591807719655,0.6549042200768329,0.541116267999524,0.00013870000839233398
1.0,original,142.png,3.23111918012551,0.3723677027479754,0.4579111457516972,0.6124576492043101,0.5240272048165905,0.00014050002209842205
1.0,original,143.png,4.712340981053141,0.20938169664308243,0.29625787919867846,0.6026619055338376,0.3972397560714668,0.00014540000120177865
1.0,original,144.png,4.008503347890093,0.376933826496893,0.4018413803099885,0.5681631816312339,0.47074309978768575,0.00013370002852752805
1.0,original,145.png,3.0757065181174528,0.5410271936035322,0.599246546671746,0.5373470460171629,0.5666112562336737,0.00012790004257112741
1.0,original,146.png,4.233614605779213,0.9086318781817847,0.41045539312975365,0.7133298484048998,0.5210783564991599,0.0001897999900393188
1.0,original,147.png,5.139962270878067,0.09543093466177144,0.4269998641852139,0.42775510204023437,0.42737714945966154,0.00011329998960718513
1.0,original,148.png,3.753099227182753,0.5057646337394707,0.4713135129755679,0.6450734893839888,0.5446710715311692,0.00020790001144632697
